strategy,signal_at,created_at,side,entry_price,stop_loss,take_profit,reason,status,rejection_reason,position_id
S100 M3 Combo Scalper,2026-09-14 03:44:04.414415+00:00,2026-09-14 03:44:04.414436+00:00,SELL,4329.48,4332.64,4321.55,S100_OB_SHORT,PLACED,,c9b2aa7f-3375-48bb-9d39-3d9938eb3faa
S100 M3 Combo Scalper,2026-09-14 05:51:05.436959+00:00,2026-09-14 05:51:05.436981+00:00,SELL,4327.34,4331.83,4316.12,S100_RSI3_MOMO_SHORT,PLACED,,e49c8dba-7d2d-4925-a43f-8a698ebde00e
S100 M3 Combo Scalper,2026-09-14 06:18:03.296404+00:00,2026-09-14 06:18:03.296431+00:00,SELL,4329.27,4333.89,4317.74,S100_RSI3_MOMO_SHORT,PLACED,,0c3646af-39f1-4661-9d54-df2eef4cdc5c
S100 M3 Combo Scalper,2026-09-14 07:05:05.904672+00:00,2026-09-14 07:05:05.904692+00:00,SELL,4321.45,4322.93,4317.76,S100_OB_SHORT,REJECTED,open_position_cap,
S99 MSS FVG Reversal,2026-09-14 07:07:04.048632+00:00,2026-09-14 07:07:04.048655+00:00,SELL,4323.42,4324.78,4321.38,S99_MSS_FVG_SHORT,REJECTED,sl_too_tight: 1.36pt < 1.5pt,
S100 M3 Combo Scalper,2026-09-14 07:46:02.893542+00:00,2026-09-14 07:46:02.893564+00:00,SELL,4320.73,4322.61,4316.04,S100_OB_SHORT,PLACED,,25921b27-41ef-4608-86ac-9472548ac70a
S100 M3 Combo Scalper,2026-09-14 08:02:04.289839+00:00,2026-09-14 08:02:04.289864+00:00,SELL,4312.73,4316.66,4302.88,S100_FVG_SHORT,PLACED,,39cbae4c-9198-42f4-bdff-489bed00b311
S99 MSS FVG Reversal,2026-09-14 08:02:05.558064+00:00,2026-09-14 08:02:05.558090+00:00,SELL,4312.725,4316.85,4306.54,S99_MSS_FVG_SHORT,PLACED,,09a06bc8-4ece-4309-b7fa-c016604b9719
S100 M3 Combo Scalper,2026-09-14 08:23:03.826829+00:00,2026-09-14 08:23:03.826851+00:00,SELL,4313.44,4315.31,4308.74,S100_FVG_SHORT,REJECTED,entry_drift: drift +0.50pt vs budget 0.47pt (ltp 4312.94),
S99 MSS FVG Reversal,2026-09-14 09:01:01.080651+00:00,2026-09-14 09:01:01.080671+00:00,SELL,4309.34,4310.71,4307.28,S99_MSS_FVG_SHORT,REJECTED,sl_too_tight: 1.37pt < 1.5pt,
S99 MSS FVG Reversal,2026-09-14 10:40:03.263968+00:00,2026-09-14 10:40:03.263994+00:00,SELL,4293.51,4306.28,4274.36,S99_MSS_FVG_SHORT,PLACED,,d972f857-96d9-40a5-a4cd-9c5ef39da39f
S99 MSS FVG Reversal,2026-09-14 12:01:05.157774+00:00,2026-09-14 12:01:05.157797+00:00,SELL,4288.34,4292.54,4282.04,S99_MSS_FVG_SHORT,REJECTED,open_position_cap,
S99 MSS FVG Reversal,2026-09-14 13:01:03.549974+00:00,2026-09-14 13:01:03.550000+00:00,SELL,4272.25,4278.0,4263.62,S99_MSS_FVG_SHORT,REJECTED,entry_drift: drift +1.47pt vs budget 0.50pt (ltp 4270.78),
S100 M3 Combo Scalper,2026-09-14 13:14:04.653127+00:00,2026-09-14 13:14:04.653148+00:00,SELL,4266.57,4272.67,4251.34,S100_OB_SHORT,PLACED,,ba606396-3547-4579-b7e2-d30cf5295445
S100 M3 Combo Scalper,2026-09-14 14:01:03.938211+00:00,2026-09-14 14:01:03.938230+00:00,SELL,4274.98,4281.89,4257.71,S100_OB_SHORT,REJECTED,entry_drift: drift +3.72pt vs budget 0.50pt (ltp 4271.26),
S100 M3 Combo Scalper,2026-09-14 14:09:04.364376+00:00,2026-09-14 14:09:04.364394+00:00,SELL,4271.35,4273.92,4264.91,S100_OB_SHORT,REJECTED,entry_drift: drift +1.99pt vs budget 0.50pt (ltp 4269.36),
S100 M3 Combo Scalper,2026-09-14 14:29:05.601934+00:00,2026-09-14 14:29:05.601959+00:00,SELL,4268.59,4273.84,4255.45,S100_FVG_SHORT,PLACED,,7d6fae4d-34e3-4b7d-9bde-f47536ab0452
S99 MSS FVG Reversal,2026-09-14 15:50:02.968754+00:00,2026-09-14 15:50:02.968779+00:00,BUY,4289.765,4283.5,4299.16,S99_MSS_FVG_LONG,PLACED,,f3357948-7744-4311-86ac-d239b00a7a50
S100 M3 Combo Scalper,2026-09-15 01:18:04.600998+00:00,2026-09-15 01:18:04.601017+00:00,BUY,4301.7,4297.58,4312.0,S100_RSI3_MOMO_LONG,REJECTED,entry_drift: drift +0.57pt vs budget 0.50pt (ltp 4302.27),
S100 M3 Combo Scalper,2026-09-15 01:35:10.182135+00:00,2026-09-15 01:35:10.182155+00:00,BUY,4302.52,4300.63,4307.25,S100_OB_LONG,PLACED,,f5bf1cc2-a18c-4fde-98db-4b7270113ac8
S100 M3 Combo Scalper,2026-09-15 02:43:05.821126+00:00,2026-09-15 02:43:05.821146+00:00,BUY,4313.85,4311.98,4318.54,S100_FVG_LONG,PLACED,,fb667d2e-814a-4f07-b40d-007fb880b502
S100 M3 Combo Scalper,2026-09-15 04:18:05.362116+00:00,2026-09-15 04:18:05.362136+00:00,BUY,4306.01,4304.41,4309.98,S100_OB_LONG,PLACED,,4221881a-ea64-4417-83fa-08c34993ebb5
S100 M3 Combo Scalper,2026-09-15 04:46:03.776214+00:00,2026-09-15 04:46:03.776257+00:00,BUY,4304.84,4302.64,4310.32,S100_FVG_LONG,PLACED,,7941d6cc-d1b4-4f77-9715-1ec723f50213
S100 M3 Combo Scalper,2026-09-15 05:41:03.047009+00:00,2026-09-15 05:41:03.047031+00:00,SELL,4295.05,4297.3,4289.41,S100_FVG_SHORT,PLACED,,2c535984-b82e-4150-a284-28ef0149f466
S100 M3 Combo Scalper,2026-09-15 06:01:03.603693+00:00,2026-09-15 06:01:03.603713+00:00,SELL,4293.46,4296.44,4286.02,S100_FVG_SHORT,REJECTED,entry_drift: drift +0.91pt vs budget 0.50pt (ltp 4292.55),
S100 M3 Combo Scalper,2026-09-15 06:10:06.290010+00:00,2026-09-15 06:10:06.290029+00:00,SELL,4289.62,4291.71,4284.4,S100_FVG_SHORT,PLACED,,4859d8bf-3378-4988-9e7a-2976d3b50164
S100 M3 Combo Scalper,2026-09-15 06:14:03.788837+00:00,2026-09-15 06:14:03.788856+00:00,SELL,4286.4,4290.53,4276.06,S100_RSI3_MOMO_SHORT,REJECTED,open_position_cap,
S100 M3 Combo Scalper,2026-09-15 06:36:04.748426+00:00,2026-09-15 06:36:04.748446+00:00,SELL,4288.4,4290.31,4283.63,S100_OB_SHORT,PLACED,,0ea53a36-d802-4054-aaf4-290448d2b6f3
S99 MSS FVG Reversal,2026-09-15 07:01:03.582332+00:00,2026-09-15 07:01:03.582357+00:00,BUY,4292.165,4290.5,4294.66,S99_MSS_FVG_LONG,REJECTED,soft_daily_brake: daily P&L -124.00 USD <= -120 soft brake,
S99 MSS FVG Reversal,2026-09-15 07:46:05.830377+00:00,2026-09-15 07:46:05.830398+00:00,SELL,4286.825,4290.93,4280.67,S99_MSS_FVG_SHORT,REJECTED,soft_daily_brake: daily P&L -124.00 USD <= -120 soft brake,
S100 M3 Combo Scalper,2026-09-15 07:48:04.704332+00:00,2026-09-15 07:48:04.704355+00:00,SELL,4288.42,4292.81,4277.45,S100_OB_SHORT,REJECTED,soft_daily_brake: daily P&L -124.00 USD <= -120 soft brake,
S100 M3 Combo Scalper,2026-09-15 07:59:01.568098+00:00,2026-09-15 07:59:01.568118+00:00,SELL,4278.97,4282.68,4269.69,S100_FVG_SHORT,REJECTED,soft_daily_brake: daily P&L -124.00 USD <= -120 soft brake,
S99 MSS FVG Reversal,2026-09-15 08:01:02.253643+00:00,2026-09-15 08:01:02.253663+00:00,SELL,4280.96,4284.61,4275.49,S99_MSS_FVG_SHORT,REJECTED,soft_daily_brake: daily P&L -124.00 USD <= -120 soft brake,
S100 M3 Combo Scalper,2026-09-15 08:16:03.682082+00:00,2026-09-15 08:16:03.682106+00:00,SELL,4268.53,4272.09,4259.65,S100_FVG_SHORT,REJECTED,soft_daily_brake: daily P&L -124.00 USD <= -120 soft brake,
S99 MSS FVG Reversal,2026-09-15 08:16:05.898649+00:00,2026-09-15 08:16:05.898669+00:00,SELL,4268.915,4277.5,4256.04,S99_MSS_FVG_SHORT,REJECTED,soft_daily_brake: daily P&L -124.00 USD <= -120 soft brake,
S100 M3 Combo Scalper,2026-09-15 08:53:02.766778+00:00,2026-09-15 08:53:02.766798+00:00,SELL,4267.76,4269.25,4264.01,S100_OB_SHORT,REJECTED,sl_too_tight: 1.49pt < 1.5pt,
S99 MSS FVG Reversal,2026-09-15 09:59:02.874844+00:00,2026-09-15 09:59:02.874866+00:00,BUY,4268.11,4267.14,4269.56,S99_MSS_FVG_LONG,REJECTED,sl_too_tight: 0.97pt < 1.5pt,
S99 MSS FVG Reversal,2026-09-15 10:17:03.594515+00:00,2026-09-15 10:17:03.594534+00:00,BUY,4271.42,4270.23,4273.21,S99_MSS_FVG_LONG,REJECTED,sl_too_tight: 1.19pt < 1.5pt,
S99 MSS FVG Reversal,2026-09-15 11:01:05.498263+00:00,2026-09-15 11:01:05.498285+00:00,BUY,4281.09,4277.05,4287.15,S99_MSS_FVG_LONG,REJECTED,soft_daily_brake: daily P&L -199.00 USD <= -120 soft brake,
S99 MSS FVG Reversal,2026-09-15 12:58:06.465364+00:00,2026-09-15 12:58:06.465385+00:00,BUY,4287.585,4280.52,4298.18,S99_MSS_FVG_LONG,REJECTED,soft_daily_brake: daily P&L -217.00 USD <= -120 soft brake,
S100 M3 Combo Scalper,2026-09-15 13:19:02.034786+00:00,2026-09-15 13:19:02.034807+00:00,BUY,4287.44,4285.82,4291.47,S100_OB_LONG,REJECTED,soft_daily_brake: daily P&L -217.00 USD <= -120 soft brake,
S100 M3 Combo Scalper,2026-09-15 13:28:03.588215+00:00,2026-09-15 13:28:03.588235+00:00,BUY,4289.49,4287.32,4294.92,S100_OB_LONG,REJECTED,soft_daily_brake: daily P&L -217.00 USD <= -120 soft brake,
S100 M3 Combo Scalper,2026-09-15 13:54:01.362971+00:00,2026-09-15 13:54:01.362991+00:00,BUY,4295.99,4290.86,4308.82,S100_RSI3_MOMO_LONG,REJECTED,soft_daily_brake: daily P&L -217.00 USD <= -120 soft brake,
S100 M3 Combo Scalper,2026-09-15 14:11:06.187284+00:00,2026-09-15 14:11:06.187303+00:00,BUY,4297.56,4294.95,4304.09,S100_OB_LONG,REJECTED,soft_daily_brake: daily P&L -217.00 USD <= -120 soft brake,
S99 MSS FVG Reversal,2026-09-15 15:46:04.653391+00:00,2026-09-15 15:46:04.653412+00:00,BUY,4287.385,4284.85,4291.19,S99_MSS_FVG_LONG,REJECTED,soft_daily_brake: daily P&L -217.00 USD <= -120 soft brake,
S100 M3 Combo Scalper,2026-09-16 02:03:04.199537+00:00,2026-09-16 02:03:04.199565+00:00,SELL,4285.72,4288.22,4279.46,S100_OB_SHORT,PLACED,,d7345dfb-1a7b-4f4a-bb17-8f11451c93f6
S100 M3 Combo Scalper,2026-09-16 03:10:02.768753+00:00,2026-09-16 03:10:02.768781+00:00,BUY,4325.86,4322.53,4334.18,S100_FVG_LONG,REJECTED,entry_drift: drift +2.72pt vs budget 0.50pt (ltp 4328.58),
S100 M3 Combo Scalper,2026-09-16 03:20:03.019097+00:00,2026-09-16 03:20:03.019152+00:00,BUY,4336.52,4330.39,4351.86,S100_FVG_LONG,PLACED,,5c5de662-9736-41a4-af0b-5dda251be5ab
S100 M3 Combo Scalper,2026-09-16 05:11:03.402709+00:00,2026-09-16 05:11:03.402732+00:00,BUY,4321.77,4321.02,4323.62,S100_OB_LONG,REJECTED,sl_too_tight: 0.75pt < 1.5pt,
S100 M3 Combo Scalper,2026-09-16 05:49:05.934111+00:00,2026-09-16 05:49:05.934133+00:00,BUY,4330.03,4328.64,4333.5,S100_OB_LONG,REJECTED,sl_too_tight: 1.39pt < 1.5pt,
S100 M3 Combo Scalper,2026-09-16 06:47:02.392935+00:00,2026-09-16 06:47:02.397937+00:00,BUY,4326.57,4325.47,4329.34,S100_OB_LONG,REJECTED,sl_too_tight: 1.10pt < 1.5pt,
S100 M3 Combo Scalper,2026-09-16 07:43:04.393445+00:00,2026-09-16 07:43:04.393465+00:00,BUY,4335.73,4333.44,4341.48,S100_OB_LONG,PLACED,,2290d8e7-8261-4586-9de2-3f4b021b2d23
S100 M3 Combo Scalper,2026-09-16 08:32:05.465606+00:00,2026-09-16 08:32:05.465634+00:00,BUY,4329.73,4327.44,4335.46,S100_FVG_LONG,PLACED,,c0ccda41-012f-46da-89ee-c5c180cfc0f0
S100 M3 Combo Scalper,2026-09-16 08:49:03.183082+00:00,2026-09-16 08:49:03.183104+00:00,BUY,4327.13,4324.76,4333.04,S100_FVG_LONG,REJECTED,entry_drift: drift +1.21pt vs budget 0.50pt (ltp 4328.34),
S99 MSS FVG Reversal,2026-09-16 10:07:05.029077+00:00,2026-09-16 10:07:05.029100+00:00,BUY,4338.075,4335.16,4342.45,S99_MSS_FVG_LONG,REJECTED,entry_drift: drift +1.06pt vs budget 0.50pt (ltp 4339.13),
S100 M3 Combo Scalper,2026-09-16 13:19:04.438768+00:00,2026-09-16 13:19:04.438793+00:00,BUY,4354.35,4350.55,4363.82,S100_FVG_LONG,REJECTED,entry_drift: drift +0.93pt vs budget 0.50pt (ltp 4355.28),
S100 M3 Combo Scalper,2026-09-16 14:18:05.147422+00:00,2026-09-16 14:18:05.147450+00:00,BUY,4335.28,4328.72,4351.69,S100_FVG_LONG,REJECTED,entry_drift: drift +0.69pt vs budget 0.50pt (ltp 4335.97),
S100 M3 Combo Scalper,2026-09-16 14:32:06.151834+00:00,2026-09-16 14:32:06.151853+00:00,BUY,4335.8,4332.13,4344.96,S100_OB_LONG,PLACED,,1470447c-32d1-40e5-9545-651e7b5459f3
S100 M3 Combo Scalper,2026-09-16 14:55:05.714616+00:00,2026-09-16 14:55:05.714639+00:00,BUY,4351.15,4347.82,4359.46,S100_FVG_LONG,REJECTED,"metaapi_rejection: unexpected response: {'numericCode': 10016, 'stringCode': 'TRADE_RETCODE_INVALID_STOPS', 'message': 'Invalid stops in the request'}",
S100 M3 Combo Scalper,2026-09-16 15:05:04.759324+00:00,2026-09-16 15:05:04.759342+00:00,BUY,4351.12,4348.28,4358.24,S100_OB_LONG,PLACED,,b246c9a9-6177-4bf0-b263-d17fc3dfd2ec
S100 M3 Combo Scalper,2026-09-16 15:50:03.481006+00:00,2026-09-16 15:50:03.481027+00:00,BUY,4351.79,4349.72,4356.97,S100_OB_LONG,REJECTED,entry_drift: drift +1.72pt vs budget 0.50pt (ltp 4353.51),
S100 M3 Combo Scalper,2026-09-17 01:58:05.075100+00:00,2026-09-17 01:58:05.075122+00:00,BUY,4300.15,4297.64,4306.45,S100_OB_LONG,PLACED,,4a1a785a-79db-414e-a76e-417736296488
S100 M3 Combo Scalper,2026-09-17 02:36:02.320553+00:00,2026-09-17 02:36:02.321188+00:00,SELL,4286.03,4290.61,4274.6,S100_RSI3_MOMO_SHORT,PLACED,,87993731-d973-433f-acb7-45e90b0073b5
S100 M3 Combo Scalper,2026-09-17 02:58:03.664139+00:00,2026-09-17 02:58:03.664158+00:00,SELL,4278.8,4282.96,4268.38,S100_FVG_SHORT,PLACED,,0588e8b4-b6ed-4d3b-8de4-0ce8db494772
S100 M3 Combo Scalper,2026-09-17 04:32:21.880045+00:00,2026-09-17 04:32:21.880065+00:00,SELL,4292.59,4294.53,4287.73,S100_FVG_SHORT,REJECTED,entry_drift: drift +0.84pt vs budget 0.48pt (ltp 4291.75),
S100 M3 Combo Scalper,2026-09-17 05:30:04.142328+00:00,2026-09-17 05:30:04.142354+00:00,SELL,4286.56,4289.11,4280.2,S100_RSI3_MOMO_SHORT,PLACED,,70f325da-4bae-4384-98c3-132f8b7d0cc1
S99 MSS FVG Reversal,2026-09-17 06:17:05.151306+00:00,2026-09-17 06:17:05.151330+00:00,BUY,4305.875,4304.83,4307.44,S99_MSS_FVG_LONG,REJECTED,sl_too_tight: 1.05pt < 1.5pt,
S99 MSS FVG Reversal,2026-09-17 06:36:04.772015+00:00,2026-09-17 06:36:04.772033+00:00,BUY,4311.28,4307.83,4316.45,S99_MSS_FVG_LONG,REJECTED,soft_daily_brake: daily P&L -123.00 USD <= -120 soft brake,
S100 M3 Combo Scalper,2026-09-17 06:39:06.022158+00:00,2026-09-17 06:39:06.022667+00:00,BUY,4307.35,4305.44,4312.13,S100_OB_LONG,REJECTED,soft_daily_brake: daily P&L -123.00 USD <= -120 soft brake,
S99 MSS FVG Reversal,2026-09-17 07:21:02.609917+00:00,2026-09-17 07:21:02.609945+00:00,BUY,4323.02,4314.82,4335.32,S99_MSS_FVG_LONG,REJECTED,soft_daily_brake: daily P&L -123.00 USD <= -120 soft brake,
S100 M3 Combo Scalper,2026-09-17 07:21:05.668172+00:00,2026-09-17 07:21:05.668192+00:00,BUY,4323.02,4321.05,4327.93,S100_FVG_LONG,REJECTED,soft_daily_brake: daily P&L -123.00 USD <= -120 soft brake,
S99 MSS FVG Reversal,2026-09-17 07:43:00.946644+00:00,2026-09-17 07:43:00.946672+00:00,BUY,4329.36,4324.51,4336.63,S99_MSS_FVG_LONG,REJECTED,soft_daily_brake: daily P&L -123.00 USD <= -120 soft brake,
S100 M3 Combo Scalper,2026-09-17 07:43:06.068367+00:00,2026-09-17 07:43:06.068387+00:00,BUY,4329.36,4325.65,4338.63,S100_FVG_LONG,REJECTED,soft_daily_brake: daily P&L -123.00 USD <= -120 soft brake,
S100 M3 Combo Scalper,2026-09-17 08:43:03.656741+00:00,2026-09-17 08:43:03.656766+00:00,BUY,4315.94,4312.17,4325.35,S100_OB_LONG,REJECTED,soft_daily_brake: daily P&L -123.00 USD <= -120 soft brake,
S99 MSS FVG Reversal,2026-09-17 09:38:02.899790+00:00,2026-09-17 09:38:02.899834+00:00,SELL,4309.025,4311.37,4305.51,S99_MSS_FVG_SHORT,REJECTED,soft_daily_brake: daily P&L -123.00 USD <= -120 soft brake,
S99 MSS FVG Reversal,2026-09-17 11:19:05.953212+00:00,2026-09-17 11:19:05.953233+00:00,BUY,4328.92,4324.25,4335.93,S99_MSS_FVG_LONG,PLACED,,5e4e2a3a-403a-4f74-a958-010afd58c1d0
S99 MSS FVG Reversal,2026-09-17 12:36:03.572336+00:00,2026-09-17 12:36:03.572358+00:00,BUY,4367.46,4364.83,4371.41,S99_MSS_FVG_LONG,REJECTED,news_blackout,
S100 M3 Combo Scalper,2026-09-17 13:24:02.850920+00:00,2026-09-17 13:24:02.850940+00:00,BUY,4371.38,4365.47,4386.17,S100_FVG_LONG,REJECTED,soft_daily_brake: daily P&L -163.00 USD <= -120 soft brake,
S100 M3 Combo Scalper,2026-09-17 13:37:02.278856+00:00,2026-09-17 13:37:02.278877+00:00,BUY,4367.05,4365.61,4370.63,S100_OB_LONG,REJECTED,sl_too_tight: 1.44pt < 1.5pt,
S99 MSS FVG Reversal,2026-09-17 13:47:05.719540+00:00,2026-09-17 13:47:05.719561+00:00,SELL,4363.015,4364.87,4360.23,S99_MSS_FVG_SHORT,REJECTED,soft_daily_brake: daily P&L -163.00 USD <= -120 soft brake,
S99 MSS FVG Reversal,2026-09-17 15:04:02.884291+00:00,2026-09-17 15:04:02.884317+00:00,SELL,4357.605,4359.57,4354.66,S99_MSS_FVG_SHORT,REJECTED,soft_daily_brake: daily P&L -163.00 USD <= -120 soft brake,
S100 M3 Combo Scalper,2026-09-17 15:25:03.099945+00:00,2026-09-17 15:25:03.099968+00:00,BUY,4360.2,4356.79,4368.73,S100_FVG_LONG,REJECTED,soft_daily_brake: daily P&L -163.00 USD <= -120 soft brake,
S100 M3 Combo Scalper,2026-09-18 01:11:04.335220+00:00,2026-09-18 01:11:04.335264+00:00,BUY,4360.54,4356.98,4369.43,S100_FVG_LONG,PLACED,,1380afa7-a62e-41a9-b8f7-ce000a4a4af8
S100 M3 Combo Scalper,2026-09-18 01:27:01.547931+00:00,2026-09-18 01:27:01.548559+00:00,BUY,4361.18,4357.73,4369.8,S100_FVG_LONG,REJECTED,"metaapi_rejection: HTTP 429: {""id"":7077460,""error"":""TooManyRequestsError"",""message"":""It seems like you are trying to access too many unexisting or undeployed trading accounts. Please check your application log",
S100 M3 Combo Scalper,2026-09-18 02:42:21.811792+00:00,2026-09-18 02:42:21.811813+00:00,SELL,4353.15,4355.94,4346.2,S100_OB_SHORT,PLACED,,7a6a1b8b-8101-4cd8-8d88-5e1b445db3c9
S100 M3 Combo Scalper,2026-09-18 03:02:04.644294+00:00,2026-09-18 03:02:04.644316+00:00,SELL,4347.88,4352.75,4335.68,S100_FVG_SHORT,REJECTED,entry_drift: drift +0.69pt vs budget 0.50pt (ltp 4347.19),
S100 M3 Combo Scalper,2026-09-18 03:28:03.731656+00:00,2026-09-18 03:28:03.731730+00:00,SELL,4338.8,4341.2,4332.79,S100_OB_SHORT,PLACED,,4c29e3db-787c-46da-abbf-17eb9532cecf
S100 M3 Combo Scalper,2026-09-18 04:53:06.114759+00:00,2026-09-18 04:53:06.114781+00:00,BUY,4363.98,4360.22,4373.4,S100_FVG_LONG,PLACED,,7f3b45c1-06ec-4970-8cc2-8f59804f0f08
S100 M3 Combo Scalper,2026-09-18 05:11:23.175929+00:00,2026-09-18 05:11:23.175948+00:00,BUY,4366.98,4364.91,4372.15,S100_OB_LONG,REJECTED,open_position_cap,
S100 M3 Combo Scalper,2026-09-18 05:50:02.021866+00:00,2026-09-18 05:50:02.021888+00:00,BUY,4372.67,4370.82,4377.29,S100_FVG_LONG,REJECTED,"metaapi_rejection: unexpected response: {'numericCode': 10016, 'stringCode': 'TRADE_RETCODE_INVALID_STOPS', 'message': 'Invalid stops in the request'}",
S100 M3 Combo Scalper,2026-09-18 06:15:04.795880+00:00,2026-09-18 06:15:04.795900+00:00,BUY,4389.02,4384.18,4401.14,S100_RSI3_MOMO_LONG,PLACED,,27d4e34f-db7f-4973-a91a-b2a7b696447a
S99 MSS FVG Reversal,2026-09-18 06:31:06.961419+00:00,2026-09-18 06:31:06.962102+00:00,BUY,4391.1,4387.96,4395.81,S99_MSS_FVG_LONG,REJECTED,entry_drift: drift +1.42pt vs budget 0.50pt (ltp 4392.52),
S100 M3 Combo Scalper,2026-09-18 06:51:04.855380+00:00,2026-09-18 06:51:04.855402+00:00,BUY,4393.4,4392.09,4396.67,S100_OB_LONG,REJECTED,sl_too_tight: 1.31pt < 1.5pt,
S100 M3 Combo Scalper,2026-09-18 07:32:05.140014+00:00,2026-09-18 07:32:05.140034+00:00,BUY,4393.61,4392.8,4395.65,S100_OB_LONG,REJECTED,sl_too_tight: 0.81pt < 1.5pt,
S99 MSS FVG Reversal,2026-09-18 08:39:02.833594+00:00,2026-09-18 08:39:02.833620+00:00,SELL,4388.995,4390.38,4386.92,S99_MSS_FVG_SHORT,REJECTED,sl_too_tight: 1.39pt < 1.5pt,
S99 MSS FVG Reversal,2026-09-18 09:55:05.734919+00:00,2026-09-18 09:55:05.734946+00:00,SELL,4377.16,4381.68,4370.38,S99_MSS_FVG_SHORT,PLACED,,31196bb1-1d63-4938-b5f2-243e1a50fc82
