date,anchor,ar_hi,ar_lo,ar_range,p07,close,direction,day_hi,day_lo,t_hi,t_lo,hi_bucket,lo_bucket,hi_min_after_lon,lo_min_after_lon,lo_in_london,hi_in_london,lo_in_asia,hi_in_asia,spread_med_lon,pdh,pdl,n_sides_breached,sweep_side,sweep_t_s,sweep_depth,sweep_dur_s,sweep_reclaimed,sweep_reclaim_by_10,sweep_extreme,sweep_beyond_pd,level_first
2024-09-20,A2,2607.09,2584.875,22.215000000000146,2605.53,2622.235,UP,2625.79,2584.875,1726851325,1726795350,NY late,Asia,595.4166666666666,-337.5,False,False,True,False,0.36000000000012733,2594.945,2551.16,1,UP,400.0,2.699999999999818,830.0,True,True,2609.79,True,"both, PD first"
2024-09-23,A2,2631.405,2616.175,15.230000000000018,2624.47,2628.63,UP,2634.905,2613.89,1727101780,1727077660,post-London,London,449.6666666666667,47.666666666666664,True,False,False,False,0.38000000000010914,2625.79,2584.875,1,DOWN,2220.0,0.14000000000032742,10.0,True,True,2616.035,False,AR only
2024-09-24,A2,2640.18,2623.87,16.309999999999945,2628.915,2657.26,UP,2664.38,2622.68,1727207025,1727163680,NY late,London,763.75,41.333333333333336,True,False,False,False,0.37000000000011823,2634.905,2613.89,1,DOWN,2355.0,0.5399999999999636,10.0,True,True,2623.33,False,AR only
2024-09-25,A2,2670.605,2653.615,16.990000000000236,2654.945,2656.995,UP,2670.605,2649.7,1727233175,1727282815,Asia,NY late,-240.41666666666666,586.9166666666666,False,False,False,True,0.36999999999989086,2664.38,2622.68,1,DOWN,245.0,0.06499999999959982,5.0,True,True,2653.55,False,AR only
2024-09-26,A2,2663.495,2655.485,8.009999999999764,2661.795,2672.435,UP,2685.64,2654.84,1727350800,1727358750,post-London,post-London,280.0,412.5,False,False,False,False,0.3500000000003638,2670.605,2649.7,1,UP,60.0,0.3400000000001455,15.0,True,True,2663.835,False,AR only
2024-09-27,A2,2674.045,2662.415,11.63000000000011,2666.04,2658.755,DOWN,2674.375,2643.155,1727441220,1727458840,post-London,NY late,347.0,640.6666666666666,False,False,False,False,0.38999999999987267,2685.64,2654.84,1,DOWN,1730.0,0.4250000000001819,10.0,True,True,2661.99,False,AR only
2024-09-30,A2,2666.05,2647.33,18.720000000000255,2658.02,2634.69,DOWN,2666.05,2624.78,1727654955,1727720810,Asia,NY late,-410.75,686.8333333333334,False,False,False,True,0.38000000000010914,2674.375,2643.155,0,,,,,,,,,none
2024-10-01,A2,2645.6,2634.0,11.599999999999909,2645.51,2663.61,UP,2673.26,2633.31,1727801325,1727734320,NY late,prev-evening,588.75,-528.0,False,False,False,False,0.38000000000010914,2666.05,2624.78,1,UP,0.0,0.40000000000009095,25.0,True,True,2646.0,False,AR only
2024-10-02,A2,2662.11,2644.58,17.5300000000002,2649.775,2658.75,UP,2663.445,2641.18,1727877925,1727882100,post-London,post-London,425.4166666666667,495.0,False,False,False,False,0.38000000000010914,2673.26,2633.31,0,,,,,,,,,none
2024-10-03,A2,2663.015,2651.365,11.650000000000091,2655.915,2656.11,UP,2663.015,2637.015,1727914145,1727964000,Asia,post-London,-410.9166666666667,420.0,False,False,False,True,0.3999999999996362,2663.445,2641.18,1,DOWN,1065.0,0.22499999999990905,20.0,True,True,2651.14,False,"both, AR first"
2024-10-04,A2,2667.87,2655.56,12.309999999999945,2660.295,2653.84,DOWN,2670.24,2632.015,1728054795,1728046585,post-London,post-London,493.25,356.4166666666667,False,False,False,False,0.3700000000003456,2663.015,2637.015,0,,,,,,,,,PD only
2024-10-07,A2,2652.005,2639.745,12.260000000000218,2643.295,2642.585,DOWN,2659.66,2637.77,1728302160,1728305910,post-London,post-London,296.0,358.5,False,False,False,False,0.38000000000010914,2670.24,2632.015,1,UP,3515.0,0.09499999999979991,5.0,True,True,2652.1,False,AR only
2024-10-08,A2,2648.305,2633.835,14.4699999999998,2636.44,2621.965,DOWN,2653.115,2604.82,1728390320,1728401695,post-London,post-London,325.3333333333333,514.9166666666666,False,False,False,False,0.40000000000009095,2659.66,2637.77,1,DOWN,165.0,2.605000000000018,255.0,True,True,2631.23,True,"both, PD first"
2024-10-09,A2,2624.375,2610.71,13.664999999999964,2612.79,2607.835,DOWN,2624.375,2605.21,1728452135,1728498180,Asia,NY late,-84.41666666666667,683.0,False,False,False,True,0.38000000000010914,2653.115,2604.82,1,DOWN,560.0,1.4650000000001455,200.0,True,True,2609.245,False,AR only
2024-10-10,A2,2616.96,2606.005,10.954999999999927,2612.55,2629.92,UP,2631.565,2604.39,1728592455,1728563405,NY late,post-London,814.25,330.0833333333333,False,False,False,False,0.38000000000010914,2624.375,2605.21,1,UP,2585.0,0.08500000000003638,5.0,True,True,2617.045,False,AR only
2024-10-11,A2,2647.245,2632.1,15.144999999999982,2639.54,2657.18,UP,2661.475,2628.18,1728664150,1728597930,NY late,prev-evening,569.1666666666666,-534.5,False,False,False,False,0.38000000000010914,2631.565,2604.39,0,,,,,,,,,PD only
2024-10-14,A2,2666.875,2643.245,23.63000000000011,2664.15,2648.785,DOWN,2666.875,2643.245,1728887310,1728871630,Asia,Asia,-31.5,-292.8333333333333,False,False,True,True,0.38999999999987267,2661.475,2628.18,0,,,,,,,,,PD only
2024-10-15,A2,2652.81,2638.105,14.704999999999927,2648.705,2662.695,UP,2668.965,2638.105,1729009265,1728970250,NY late,Asia,561.0833333333334,-89.16666666666667,False,False,True,False,0.38000000000010914,2666.875,2643.245,1,UP,1800.0,0.10500000000001819,5.0,True,True,2652.915,False,AR only
2024-10-16,A2,2677.78,2658.8,18.980000000000018,2677.24,2673.93,DOWN,2685.465,2658.8,1729085950,1729039795,post-London,Asia,399.1666666666667,-370.0833333333333,False,False,True,False,0.36999999999989086,2668.965,2638.105,1,UP,6675.0,5.0949999999998,4725.0,True,False,2682.875,True,"both, PD first"
2024-10-17,A2,2685.845,2674.145,11.699999999999818,2681.22,2693.01,UP,2696.8,2673.165,1729177560,1729168310,post-London,post-London,486.0,331.8333333333333,False,False,False,False,0.4099999999998545,2685.465,2658.8,0,,,,,,,,,none
2024-10-18,A2,2714.14,2692.91,21.230000000000018,2707.525,2721.9,UP,2722.65,2692.395,1729284760,1729203700,NY late,prev-evening,832.6666666666666,-518.3333333333334,False,False,False,False,0.38000000000010914,2696.8,2673.165,0,,,,,,,,,PD only
2024-10-21,A2,2732.885,2721.1,11.78500000000031,2730.375,2719.675,DOWN,2740.6,2714.235,1729518410,1729537805,post-London,NY late,406.8333333333333,730.0833333333334,False,False,False,False,0.3700000000003456,2722.65,2692.395,1,UP,4880.0,0.1799999999998363,25.0,True,True,2733.065,True,"both, PD first"
2024-10-22,A2,2737.22,2720.72,16.5,2735.06,2748.96,UP,2748.975,2719.16,1729630735,1729548315,NY late,prev-evening,838.9166666666666,-534.75,False,False,False,False,0.3900000000003274,2740.6,2714.235,1,UP,4930.0,0.7250000000003638,95.0,True,True,2737.945,False,AR only
2024-10-23,A2,2753.365,2737.94,15.424999999999727,2750.54,2715.59,DOWN,2758.525,2708.755,1729673090,1729697070,London,post-London,104.83333333333333,504.5,False,True,False,False,0.38999999999987267,2748.975,2719.16,1,UP,2200.0,5.160000000000309,6085.0,True,True,2758.525,True,"both, PD first"
2024-10-24,A2,2736.54,2717.93,18.610000000000127,2735.25,2736.08,UP,2743.325,2716.215,1729776730,1729721180,post-London,prev-evening,392.1666666666667,-533.6666666666666,False,False,False,False,0.38999999999987267,2758.525,2708.755,1,UP,600.0,0.04500000000007276,10.0,True,True,2736.585,False,AR only
2024-10-25,A2,2735.175,2723.99,11.1850000000004,2732.27,2747.215,UP,2747.835,2717.1,1729889515,1729849140,NY late,London,831.9166666666666,159.0,True,False,False,False,0.38000000000010914,2743.325,2716.215,1,DOWN,4555.0,0.1449999999999818,5.0,True,True,2723.845,False,AR only
2024-10-28,A2,2744.65,2724.755,19.894999999999982,2740.645,2742.325,UP,2746.01,2724.755,1730127145,1730078440,post-London,Asia,472.4166666666667,-339.3333333333333,False,False,True,False,0.38000000000010914,2747.835,2717.1,0,,,,,,,,,none
