conv,bar,side,sl,entry
closed,2026-06-16 11:53:00,BUY,4338.11,4339.2
closed_lag,2026-06-16 11:53:00,BUY,4338.11,4339.51
open,2026-06-16 11:54:00,BUY,4338.11,4339.98
closed,2026-06-16 11:54:00,BUY,4338.11,4339.98
closed_lag,2026-06-16 11:54:00,BUY,4338.11,4339.2
open,2026-06-16 11:55:00,BUY,4338.11,4339.4
closed,2026-06-16 11:55:00,BUY,4338.11,4339.4
closed_lag,2026-06-16 11:55:00,BUY,4338.11,4339.98
open,2026-06-16 11:56:00,BUY,4338.11,4338.48
closed,2026-06-16 11:56:00,BUY,4338.11,4338.48
closed_lag,2026-06-16 11:56:00,BUY,4338.11,4339.4
open,2026-06-16 11:57:00,BUY,4338.11,4340.28
closed,2026-06-16 11:57:00,BUY,4338.11,4340.28
closed_lag,2026-06-16 11:57:00,BUY,4338.11,4338.48
open,2026-06-16 11:58:00,BUY,4338.11,4338.82
closed,2026-06-16 11:58:00,BUY,4338.11,4338.82
closed_lag,2026-06-16 11:58:00,BUY,4338.11,4340.28
open,2026-06-16 11:59:00,BUY,4338.11,4341.01
closed,2026-06-16 11:59:00,BUY,4338.11,4341.01
closed_lag,2026-06-16 11:59:00,BUY,4338.11,4338.82
open,2026-06-16 12:00:00,BUY,4338.11,4339.44
closed,2026-06-16 12:00:00,BUY,4338.11,4339.44
closed_lag,2026-06-16 12:00:00,BUY,4338.11,4341.01
open,2026-06-16 12:01:00,BUY,4338.11,4340.74
closed,2026-06-16 12:01:00,BUY,4338.11,4340.74
closed_lag,2026-06-16 12:01:00,BUY,4338.11,4339.44
open,2026-06-16 12:02:00,BUY,4338.11,4341.03
closed,2026-06-16 12:02:00,BUY,4338.11,4341.03
closed_lag,2026-06-16 12:02:00,BUY,4338.11,4340.74
closed_lag,2026-06-16 12:03:00,BUY,4338.11,4341.03
open,2026-06-16 12:04:00,BUY,4338.11,4338.69
closed,2026-06-16 12:04:00,BUY,4338.11,4338.69
closed_lag,2026-06-16 12:05:00,BUY,4338.11,4338.69
open,2026-06-16 12:06:00,BUY,4338.29,4340.0
closed,2026-06-16 12:06:00,BUY,4338.11,4340.0
open,2026-06-16 12:07:00,BUY,4338.29,4341.84
closed_lag,2026-06-16 12:07:00,BUY,4338.11,4340.0
open,2026-06-16 12:18:00,BUY,4338.29,4340.7
closed,2026-06-16 12:18:00,BUY,4338.29,4340.7
open,2026-06-16 12:19:00,BUY,4338.29,4341.6
closed,2026-06-16 12:19:00,BUY,4338.29,4341.6
closed_lag,2026-06-16 12:19:00,BUY,4338.29,4340.7
closed_lag,2026-06-16 12:20:00,BUY,4338.29,4341.6
open,2026-06-16 12:21:00,BUY,4338.29,4339.16
closed,2026-06-16 12:21:00,BUY,4338.29,4339.16
open,2026-06-16 12:22:00,BUY,4338.29,4340.64
closed,2026-06-16 12:22:00,BUY,4338.29,4340.64
closed_lag,2026-06-16 12:22:00,BUY,4338.29,4339.16
open,2026-06-16 12:23:00,BUY,4338.29,4341.59
closed,2026-06-16 12:23:00,BUY,4338.29,4341.59
closed_lag,2026-06-16 12:23:00,BUY,4338.29,4340.64
open,2026-06-16 12:24:00,BUY,4338.29,4342.06
closed,2026-06-16 12:24:00,BUY,4338.29,4342.06
closed_lag,2026-06-16 12:24:00,BUY,4338.29,4341.59
open,2026-06-16 12:25:00,BUY,4338.29,4340.62
closed,2026-06-16 12:25:00,BUY,4338.29,4340.62
closed_lag,2026-06-16 12:25:00,BUY,4338.29,4342.06
open,2026-06-16 12:26:00,BUY,4338.29,4340.96
closed,2026-06-16 12:26:00,BUY,4338.29,4340.96
closed_lag,2026-06-16 12:26:00,BUY,4338.29,4340.62
open,2026-06-16 12:27:00,BUY,4338.29,4339.66
closed,2026-06-16 12:27:00,BUY,4338.29,4339.66
closed_lag,2026-06-16 12:27:00,BUY,4338.29,4340.96
open,2026-06-16 12:28:00,BUY,4338.29,4341.19
closed,2026-06-16 12:28:00,BUY,4338.29,4341.19
closed_lag,2026-06-16 12:28:00,BUY,4338.29,4339.66
closed_lag,2026-06-16 12:29:00,BUY,4338.29,4341.19
closed,2026-06-16 13:16:00,BUY,4338.29,4341.08
closed,2026-06-16 13:17:00,BUY,4338.29,4340.4
closed_lag,2026-06-16 13:17:00,BUY,4338.29,4341.08
closed,2026-06-16 13:18:00,BUY,4338.29,4340.79
closed_lag,2026-06-16 13:18:00,BUY,4338.29,4340.4
closed,2026-06-16 13:19:00,BUY,4338.29,4340.51
closed_lag,2026-06-16 13:19:00,BUY,4338.29,4340.79
closed,2026-06-16 13:20:00,BUY,4338.29,4338.94
closed_lag,2026-06-16 13:20:00,BUY,4338.29,4340.51
closed_lag,2026-06-16 13:21:00,BUY,4338.29,4338.94
closed_lag,2026-06-16 13:32:00,BUY,4338.29,4339.41
closed_lag,2026-06-16 13:37:00,BUY,4338.11,4338.44
closed_lag,2026-06-16 13:38:00,BUY,4338.29,4339.38
closed_lag,2026-06-16 13:43:00,BUY,4338.11,4338.44
open,2026-06-16 14:15:00,SELL,4336.42,4333.15
open,2026-06-16 14:25:00,SELL,4326.4,4324.28
open,2026-06-16 14:26:00,SELL,4326.4,4323.53
open,2026-06-16 14:28:00,SELL,4326.4,4323.8
open,2026-06-16 14:37:00,SELL,4326.4,4324.08
closed,2026-06-16 14:37:00,SELL,4326.4,4324.08
open,2026-06-16 14:38:00,SELL,4326.4,4321.99
closed,2026-06-16 14:38:00,SELL,4326.4,4321.99
closed_lag,2026-06-16 14:38:00,SELL,4326.4,4324.08
open,2026-06-16 14:39:00,SELL,4326.4,4324.89
closed,2026-06-16 14:39:00,SELL,4326.4,4324.89
closed_lag,2026-06-16 14:39:00,SELL,4326.4,4321.99
open,2026-06-16 14:40:00,SELL,4326.4,4325.63
closed,2026-06-16 14:40:00,SELL,4326.4,4325.63
closed_lag,2026-06-16 14:40:00,SELL,4326.4,4324.89
closed_lag,2026-06-16 14:41:00,SELL,4326.4,4325.63
open,2026-06-16 14:43:00,SELL,4326.4,4326.1
closed,2026-06-16 14:43:00,SELL,4326.4,4326.1
open,2026-06-16 14:44:00,SELL,4326.4,4324.35
closed,2026-06-16 14:44:00,SELL,4326.4,4324.35
closed_lag,2026-06-16 14:44:00,SELL,4326.4,4326.1
open,2026-06-16 14:45:00,SELL,4326.4,4323.03
closed,2026-06-16 14:45:00,SELL,4326.4,4323.03
closed_lag,2026-06-16 14:45:00,SELL,4326.4,4324.35
open,2026-06-16 14:46:00,SELL,4326.4,4325.34
closed,2026-06-16 14:46:00,SELL,4326.4,4325.34
closed_lag,2026-06-16 14:46:00,SELL,4326.4,4323.03
open,2026-06-16 14:47:00,SELL,4326.4,4323.59
closed,2026-06-16 14:47:00,SELL,4326.4,4323.59
closed_lag,2026-06-16 14:47:00,SELL,4326.4,4325.34
open,2026-06-16 14:48:00,SELL,4326.4,4324.8
closed,2026-06-16 14:48:00,SELL,4326.4,4324.8
closed_lag,2026-06-16 14:48:00,SELL,4326.4,4323.59
open,2026-06-16 14:49:00,SELL,4326.4,4325.23
closed,2026-06-16 14:49:00,SELL,4326.4,4325.23
closed_lag,2026-06-16 14:49:00,SELL,4326.4,4324.8
open,2026-06-16 14:50:00,SELL,4326.4,4325.93
closed,2026-06-16 14:50:00,SELL,4326.4,4325.93
closed_lag,2026-06-16 14:50:00,SELL,4326.4,4325.23
open,2026-06-16 14:51:00,SELL,4326.4,4325.98
closed,2026-06-16 14:51:00,SELL,4326.4,4325.98
closed_lag,2026-06-16 14:51:00,SELL,4326.4,4325.93
open,2026-06-16 14:52:00,SELL,4326.4,4325.78
closed,2026-06-16 14:52:00,SELL,4326.4,4325.78
closed_lag,2026-06-16 14:52:00,SELL,4326.4,4325.98
open,2026-06-16 14:53:00,SELL,4326.4,4324.48
closed,2026-06-16 14:53:00,SELL,4326.4,4324.48
closed_lag,2026-06-16 14:53:00,SELL,4326.4,4325.78
open,2026-06-16 14:54:00,SELL,4326.4,4325.05
closed,2026-06-16 14:54:00,SELL,4326.4,4325.05
closed_lag,2026-06-16 14:54:00,SELL,4326.4,4324.48
open,2026-06-16 14:55:00,SELL,4326.4,4321.85
closed,2026-06-16 14:55:00,SELL,4326.4,4321.85
closed_lag,2026-06-16 14:55:00,SELL,4326.4,4325.05
open,2026-06-16 14:56:00,SELL,4326.4,4323.42
closed,2026-06-16 14:56:00,SELL,4326.4,4323.42
closed_lag,2026-06-16 14:56:00,SELL,4326.4,4321.85
open,2026-06-16 14:57:00,SELL,4326.4,4323.85
closed,2026-06-16 14:57:00,SELL,4326.4,4323.85
closed_lag,2026-06-16 14:57:00,SELL,4326.4,4323.42
open,2026-06-16 14:58:00,SELL,4326.4,4322.49
closed,2026-06-16 14:58:00,SELL,4326.4,4322.49
closed_lag,2026-06-16 14:58:00,SELL,4326.4,4323.85
open,2026-06-16 14:59:00,SELL,4326.4,4324.19
closed,2026-06-16 14:59:00,SELL,4326.4,4324.19
closed_lag,2026-06-16 14:59:00,SELL,4326.4,4322.49
open,2026-06-16 15:00:00,SELL,4326.4,4322.49
closed,2026-06-16 15:00:00,SELL,4326.4,4322.49
closed_lag,2026-06-16 15:00:00,SELL,4326.4,4324.19
open,2026-06-16 15:01:00,SELL,4326.4,4323.98
closed,2026-06-16 15:01:00,SELL,4326.4,4323.98
closed_lag,2026-06-16 15:01:00,SELL,4326.4,4322.49
open,2026-06-16 15:02:00,SELL,4326.4,4325.83
closed,2026-06-16 15:02:00,SELL,4326.4,4325.83
closed_lag,2026-06-16 15:02:00,SELL,4326.4,4323.98
open,2026-06-16 15:03:00,SELL,4326.4,4324.55
closed,2026-06-16 15:03:00,SELL,4326.4,4324.55
closed_lag,2026-06-16 15:03:00,SELL,4326.4,4325.83
open,2026-06-16 15:04:00,SELL,4326.4,4323.39
closed,2026-06-16 15:04:00,SELL,4326.4,4323.39
closed_lag,2026-06-16 15:04:00,SELL,4326.4,4324.55
open,2026-06-16 15:05:00,SELL,4326.4,4324.84
closed,2026-06-16 15:05:00,SELL,4326.4,4324.84
closed_lag,2026-06-16 15:05:00,SELL,4326.4,4323.39
open,2026-06-16 15:06:00,SELL,4326.4,4324.98
closed,2026-06-16 15:06:00,SELL,4326.4,4324.98
closed_lag,2026-06-16 15:06:00,SELL,4326.4,4324.84
open,2026-06-16 15:07:00,SELL,4326.4,4322.94
closed,2026-06-16 15:07:00,SELL,4326.4,4322.94
closed_lag,2026-06-16 15:07:00,SELL,4326.4,4324.98
open,2026-06-16 15:08:00,SELL,4326.4,4323.94
closed,2026-06-16 15:08:00,SELL,4326.4,4323.94
closed_lag,2026-06-16 15:08:00,SELL,4326.4,4322.94
open,2026-06-16 15:09:00,SELL,4326.4,4324.62
closed,2026-06-16 15:09:00,SELL,4326.4,4324.62
closed_lag,2026-06-16 15:09:00,SELL,4326.4,4323.94
open,2026-06-16 15:10:00,SELL,4326.4,4325.77
closed,2026-06-16 15:10:00,SELL,4326.4,4325.77
closed_lag,2026-06-16 15:10:00,SELL,4326.4,4324.62
open,2026-06-16 15:11:00,SELL,4326.4,4323.79
closed,2026-06-16 15:11:00,SELL,4326.4,4323.79
closed_lag,2026-06-16 15:11:00,SELL,4326.4,4325.77
open,2026-06-16 15:12:00,SELL,4326.4,4325.32
closed,2026-06-16 15:12:00,SELL,4326.4,4325.32
closed_lag,2026-06-16 15:12:00,SELL,4326.4,4323.79
closed_lag,2026-06-16 15:13:00,SELL,4326.4,4325.32
open,2026-06-16 15:14:00,SELL,4326.4,4324.7
closed,2026-06-16 15:14:00,SELL,4326.4,4324.7
closed_lag,2026-06-16 15:15:00,SELL,4326.4,4324.7
open,2026-06-16 15:17:00,SELL,4326.4,4325.83
closed,2026-06-16 15:17:00,SELL,4326.4,4325.83
closed_lag,2026-06-16 15:18:00,SELL,4326.4,4325.83
open,2026-06-16 15:19:00,SELL,4326.4,4325.53
closed,2026-06-16 15:19:00,SELL,4326.4,4325.53
open,2026-06-16 15:20:00,SELL,4326.4,4325.18
closed,2026-06-16 15:20:00,SELL,4326.4,4325.18
closed_lag,2026-06-16 15:20:00,SELL,4326.4,4325.53
closed_lag,2026-06-16 15:21:00,SELL,4326.4,4325.18
open,2026-06-16 15:22:00,SELL,4326.4,4323.56
closed,2026-06-16 15:22:00,SELL,4326.4,4323.56
open,2026-06-16 15:23:00,SELL,4326.4,4325.01
closed,2026-06-16 15:23:00,SELL,4326.4,4325.01
closed_lag,2026-06-16 15:23:00,SELL,4326.4,4323.56
open,2026-06-16 15:24:00,SELL,4326.4,4321.52
closed,2026-06-16 15:24:00,SELL,4326.4,4321.52
closed_lag,2026-06-16 15:24:00,SELL,4326.4,4325.01
open,2026-06-16 15:25:00,SELL,4326.4,4324.22
closed,2026-06-16 15:25:00,SELL,4326.4,4324.22
closed_lag,2026-06-16 15:25:00,SELL,4326.4,4321.52
open,2026-06-16 15:26:00,SELL,4326.4,4323.9
closed,2026-06-16 15:26:00,SELL,4326.4,4323.9
closed_lag,2026-06-16 15:26:00,SELL,4326.4,4324.22
open,2026-06-16 15:27:00,SELL,4326.4,4324.55
closed,2026-06-16 15:27:00,SELL,4326.4,4324.55
closed_lag,2026-06-16 15:27:00,SELL,4326.4,4323.9
open,2026-06-16 15:28:00,SELL,4326.4,4324.64
closed,2026-06-16 15:28:00,SELL,4326.4,4324.64
closed_lag,2026-06-16 15:28:00,SELL,4326.4,4324.55
open,2026-06-16 15:29:00,SELL,4326.4,4326.05
closed,2026-06-16 15:29:00,SELL,4326.4,4326.05
closed_lag,2026-06-16 15:29:00,SELL,4326.4,4324.64
open,2026-06-16 15:30:00,SELL,4326.4,4325.71
closed,2026-06-16 15:30:00,SELL,4326.4,4325.71
closed_lag,2026-06-16 15:30:00,SELL,4326.4,4326.05
open,2026-06-16 15:31:00,SELL,4326.4,4325.87
closed,2026-06-16 15:31:00,SELL,4326.4,4325.87
closed_lag,2026-06-16 15:31:00,SELL,4326.4,4325.71
open,2026-06-16 15:32:00,SELL,4326.4,4325.76
closed,2026-06-16 15:32:00,SELL,4326.4,4325.76
closed_lag,2026-06-16 15:32:00,SELL,4326.4,4325.87
closed_lag,2026-06-16 15:33:00,SELL,4326.4,4325.76
open,2026-06-16 15:38:00,SELL,4326.4,4323.52
closed,2026-06-16 15:38:00,SELL,4326.4,4323.52
open,2026-06-16 15:39:00,SELL,4326.4,4325.98
closed,2026-06-16 15:39:00,SELL,4326.4,4325.98
closed_lag,2026-06-16 15:39:00,SELL,4326.4,4323.52
open,2026-06-16 15:40:00,SELL,4326.4,4324.53
closed,2026-06-16 15:40:00,SELL,4326.4,4324.53
closed_lag,2026-06-16 15:40:00,SELL,4326.4,4325.98
closed_lag,2026-06-16 15:41:00,SELL,4326.4,4324.53
open,2026-06-16 15:42:00,SELL,4326.4,4326.02
closed,2026-06-16 15:42:00,SELL,4326.4,4326.02
open,2026-06-16 15:43:00,SELL,4326.4,4325.4
closed,2026-06-16 15:43:00,SELL,4326.4,4325.4
closed_lag,2026-06-16 15:43:00,SELL,4326.4,4326.02
closed_lag,2026-06-16 15:44:00,SELL,4326.4,4325.4
closed,2026-06-16 15:45:00,SELL,4326.4,4322.38
closed,2026-06-16 15:46:00,SELL,4326.4,4322.36
closed_lag,2026-06-16 15:46:00,SELL,4326.4,4322.38
closed,2026-06-16 15:47:00,SELL,4326.4,4323.1
closed_lag,2026-06-16 15:47:00,SELL,4326.4,4322.36
closed,2026-06-16 15:48:00,SELL,4326.4,4323.57
closed_lag,2026-06-16 15:48:00,SELL,4326.4,4323.1
closed,2026-06-16 15:49:00,SELL,4326.4,4325.61
closed_lag,2026-06-16 15:49:00,SELL,4326.4,4323.57
closed_lag,2026-06-16 15:50:00,SELL,4326.4,4325.61
closed,2026-06-16 15:53:00,SELL,4336.42,4334.45
closed_lag,2026-06-16 15:54:00,SELL,4336.42,4334.45
open,2026-06-17 07:10:00,SELL,4332.88,4330.11
open,2026-06-17 07:11:00,SELL,4332.88,4331.29
open,2026-06-17 07:12:00,SELL,4332.88,4329.16
open,2026-06-17 07:13:00,SELL,4330.38,4328.55
closed_lag,2026-06-17 07:13:00,SELL,4330.38,4329.16
open,2026-06-17 07:14:00,SELL,4330.38,4327.26
closed,2026-06-17 07:14:00,SELL,4330.38,4327.26
open,2026-06-17 07:15:00,SELL,4332.88,4332.36
closed,2026-06-17 07:15:00,SELL,4332.88,4332.36
open,2026-06-17 07:16:00,SELL,4332.88,4332.41
closed,2026-06-17 07:16:00,SELL,4332.88,4332.41
open,2026-06-17 07:17:00,SELL,4332.88,4331.86
closed,2026-06-17 07:17:00,SELL,4332.88,4331.86
open,2026-06-17 07:18:00,SELL,4332.88,4329.15
closed,2026-06-17 07:18:00,SELL,4332.88,4329.15
open,2026-06-17 07:19:00,SELL,4330.38,4327.41
closed,2026-06-17 07:19:00,SELL,4330.38,4327.41
open,2026-06-17 07:20:00,SELL,4330.38,4328.38
closed,2026-06-17 07:20:00,SELL,4330.38,4328.38
open,2026-06-17 07:21:00,SELL,4330.38,4328.19
closed,2026-06-17 07:21:00,SELL,4330.38,4328.19
open,2026-06-17 07:22:00,SELL,4332.88,4330.05
closed,2026-06-17 07:22:00,SELL,4332.88,4330.05
open,2026-06-17 07:23:00,SELL,4330.38,4328.97
closed,2026-06-17 07:23:00,SELL,4330.38,4328.97
open,2026-06-17 07:24:00,SELL,4332.88,4329.07
closed,2026-06-17 07:24:00,SELL,4332.88,4329.07
open,2026-06-17 07:25:00,SELL,4330.38,4327.61
closed,2026-06-17 07:25:00,SELL,4330.38,4327.61
open,2026-06-17 07:26:00,SELL,4330.38,4328.19
closed,2026-06-17 07:26:00,SELL,4330.38,4328.19
open,2026-06-17 07:27:00,SELL,4330.38,4328.09
closed,2026-06-17 07:27:00,SELL,4330.38,4328.09
open,2026-06-17 07:28:00,SELL,4330.38,4327.97
closed,2026-06-17 07:28:00,SELL,4330.38,4327.97
open,2026-06-17 07:29:00,SELL,4332.88,4329.26
closed,2026-06-17 07:29:00,SELL,4332.88,4329.26
closed_lag,2026-06-17 07:29:00,SELL,4330.38,4327.97
open,2026-06-17 07:30:00,SELL,4332.88,4329.85
closed,2026-06-17 07:30:00,SELL,4332.88,4329.85
closed_lag,2026-06-17 07:30:00,SELL,4332.88,4329.26
open,2026-06-17 07:31:00,SELL,4329.64,4327.94
closed,2026-06-17 07:31:00,SELL,4330.38,4327.94
closed_lag,2026-06-17 07:31:00,SELL,4332.88,4329.85
open,2026-06-17 07:32:00,SELL,4329.64,4328.35
closed,2026-06-17 07:32:00,SELL,4330.38,4328.35
closed_lag,2026-06-17 07:32:00,SELL,4330.38,4327.94
open,2026-06-17 07:33:00,SELL,4330.38,4326.94
closed,2026-06-17 07:33:00,SELL,4330.38,4326.94
closed_lag,2026-06-17 07:33:00,SELL,4330.38,4328.35
closed_lag,2026-06-17 07:34:00,SELL,4330.38,4326.94
closed,2026-06-17 07:35:00,SELL,4330.38,4326.92
closed_lag,2026-06-17 07:36:00,SELL,4330.38,4326.92
closed,2026-06-17 07:38:00,SELL,4329.64,4328.88
open,2026-06-17 07:39:00,SELL,4332.88,4331.06
closed,2026-06-17 07:39:00,SELL,4332.88,4331.06
closed_lag,2026-06-17 07:39:00,SELL,4329.64,4328.88
open,2026-06-17 07:40:00,SELL,4332.88,4330.48
closed,2026-06-17 07:40:00,SELL,4332.88,4330.48
closed_lag,2026-06-17 07:40:00,SELL,4332.88,4331.06
closed_lag,2026-06-17 07:41:00,SELL,4332.88,4330.48
closed_lag,2026-06-17 07:42:00,SELL,4329.64,4329.23
closed_lag,2026-06-17 07:43:00,SELL,4329.64,4329.02
open,2026-06-17 08:11:00,SELL,4328.38,4326.26
open,2026-06-17 08:35:00,SELL,4324.76,4323.45
open,2026-06-17 08:36:00,SELL,4324.76,4322.06
open,2026-06-17 08:37:00,SELL,4324.76,4322.31
open,2026-06-17 08:38:00,SELL,4324.76,4322.48
open,2026-06-17 08:39:00,SELL,4324.76,4320.16
closed,2026-06-17 08:39:00,SELL,4324.76,4320.16
open,2026-06-17 08:40:00,SELL,4324.76,4320.38
closed,2026-06-17 08:40:00,SELL,4324.76,4320.38
open,2026-06-17 08:42:00,SELL,4324.76,4320.57
closed,2026-06-17 08:42:00,SELL,4324.76,4320.57
open,2026-06-17 08:43:00,SELL,4324.76,4320.98
closed,2026-06-17 08:43:00,SELL,4324.76,4320.98
open,2026-06-17 08:44:00,SELL,4324.76,4320.05
closed,2026-06-17 08:44:00,SELL,4324.76,4320.05
closed_lag,2026-06-17 08:44:00,SELL,4324.76,4320.98
closed_lag,2026-06-17 08:45:00,SELL,4324.76,4320.05
open,2026-06-17 08:50:00,SELL,4324.76,4321.41
closed,2026-06-17 08:50:00,SELL,4324.76,4321.41
open,2026-06-17 08:51:00,SELL,4324.76,4323.13
closed,2026-06-17 08:51:00,SELL,4324.76,4323.13
closed_lag,2026-06-17 08:51:00,SELL,4324.76,4321.41
open,2026-06-17 08:52:00,SELL,4324.76,4322.38
closed,2026-06-17 08:52:00,SELL,4324.76,4322.38
closed_lag,2026-06-17 08:52:00,SELL,4324.76,4323.13
open,2026-06-17 08:53:00,SELL,4324.76,4323.01
closed,2026-06-17 08:53:00,SELL,4324.76,4323.01
closed_lag,2026-06-17 08:53:00,SELL,4324.76,4322.38
closed_lag,2026-06-17 08:54:00,SELL,4324.76,4323.01
open,2026-06-17 08:55:00,SELL,4324.76,4323.99
closed,2026-06-17 08:55:00,SELL,4324.76,4323.99
open,2026-06-17 08:56:00,SELL,4324.76,4324.1
closed,2026-06-17 08:56:00,SELL,4324.76,4324.1
closed_lag,2026-06-17 08:56:00,SELL,4324.76,4323.99
closed_lag,2026-06-17 08:57:00,SELL,4324.76,4324.1
open,2026-06-17 08:58:00,SELL,4328.38,4325.27
closed,2026-06-17 08:58:00,SELL,4328.38,4325.27
closed_lag,2026-06-17 08:59:00,SELL,4328.38,4325.27
open,2026-06-17 09:00:00,SELL,4324.76,4323.31
closed,2026-06-17 09:00:00,SELL,4324.76,4323.31
open,2026-06-17 09:01:00,SELL,4324.76,4324.14
closed,2026-06-17 09:01:00,SELL,4324.76,4324.14
closed_lag,2026-06-17 09:01:00,SELL,4324.76,4323.31
open,2026-06-17 09:02:00,SELL,4324.76,4322.66
closed,2026-06-17 09:02:00,SELL,4324.76,4322.66
closed_lag,2026-06-17 09:02:00,SELL,4324.76,4324.14
open,2026-06-17 09:03:00,SELL,4324.76,4322.73
closed,2026-06-17 09:03:00,SELL,4324.76,4322.73
closed_lag,2026-06-17 09:03:00,SELL,4324.76,4322.66
open,2026-06-17 09:04:00,SELL,4324.76,4323.48
closed,2026-06-17 09:04:00,SELL,4324.76,4323.48
closed_lag,2026-06-17 09:04:00,SELL,4324.76,4322.73
open,2026-06-17 09:05:00,SELL,4324.76,4323.4
closed,2026-06-17 09:05:00,SELL,4324.76,4323.4
closed_lag,2026-06-17 09:05:00,SELL,4324.76,4323.48
open,2026-06-17 09:06:00,SELL,4324.76,4322.62
closed,2026-06-17 09:06:00,SELL,4324.76,4322.62
closed_lag,2026-06-17 09:06:00,SELL,4324.76,4323.4
open,2026-06-17 09:07:00,SELL,4324.76,4324.05
closed,2026-06-17 09:07:00,SELL,4324.76,4324.05
closed_lag,2026-06-17 09:07:00,SELL,4324.76,4322.62
open,2026-06-17 09:08:00,SELL,4324.76,4322.64
closed,2026-06-17 09:08:00,SELL,4324.76,4322.64
closed_lag,2026-06-17 09:08:00,SELL,4324.76,4324.05
open,2026-06-17 09:09:00,SELL,4324.76,4321.98
closed,2026-06-17 09:09:00,SELL,4324.76,4321.98
closed_lag,2026-06-17 09:09:00,SELL,4324.76,4322.64
open,2026-06-17 09:10:00,SELL,4324.76,4321.7
closed,2026-06-17 09:10:00,SELL,4324.76,4321.7
closed_lag,2026-06-17 09:10:00,SELL,4324.76,4321.98
open,2026-06-17 09:11:00,SELL,4324.76,4323.42
closed,2026-06-17 09:11:00,SELL,4324.76,4323.42
closed_lag,2026-06-17 09:11:00,SELL,4324.76,4321.7
open,2026-06-17 09:12:00,SELL,4324.76,4324.04
closed,2026-06-17 09:12:00,SELL,4324.76,4324.04
closed_lag,2026-06-17 09:12:00,SELL,4324.76,4323.42
open,2026-06-17 09:13:00,SELL,4328.38,4325.34
closed,2026-06-17 09:13:00,SELL,4328.38,4325.34
closed_lag,2026-06-17 09:13:00,SELL,4324.76,4324.04
closed_lag,2026-06-17 09:14:00,SELL,4328.38,4325.34
closed,2026-06-17 09:15:00,SELL,4328.38,4326.45
closed,2026-06-17 09:16:00,SELL,4328.38,4326.42
closed_lag,2026-06-17 09:16:00,SELL,4328.38,4326.45
closed,2026-06-17 09:17:00,SELL,4328.38,4326.76
closed_lag,2026-06-17 09:17:00,SELL,4328.38,4326.42
closed,2026-06-17 09:18:00,SELL,4328.38,4326.6
closed_lag,2026-06-17 09:18:00,SELL,4328.38,4326.76
closed,2026-06-17 09:19:00,SELL,4328.38,4326.74
closed_lag,2026-06-17 09:19:00,SELL,4328.38,4326.6
closed,2026-06-17 09:20:00,SELL,4328.38,4325.98
closed_lag,2026-06-17 09:20:00,SELL,4328.38,4326.74
closed,2026-06-17 09:21:00,SELL,4328.38,4326.27
closed_lag,2026-06-17 09:21:00,SELL,4328.38,4325.98
closed,2026-06-17 09:22:00,SELL,4328.38,4327.16
closed_lag,2026-06-17 09:22:00,SELL,4328.38,4326.27
closed,2026-06-17 09:23:00,SELL,4328.38,4327.45
closed_lag,2026-06-17 09:23:00,SELL,4328.38,4327.16
closed,2026-06-17 09:24:00,SELL,4328.38,4327.4
closed_lag,2026-06-17 09:24:00,SELL,4328.38,4327.45
open,2026-06-17 09:25:00,BUY,4325.48,4329.35
closed_lag,2026-06-17 09:25:00,SELL,4328.38,4327.4
closed,2026-06-17 09:26:00,SELL,4332.88,4331.57
closed,2026-06-17 09:27:00,SELL,4332.88,4330.94
closed_lag,2026-06-17 09:27:00,SELL,4332.88,4331.57
closed,2026-06-17 09:28:00,SELL,4332.88,4330.56
closed_lag,2026-06-17 09:28:00,SELL,4332.88,4330.94
closed_lag,2026-06-17 09:29:00,SELL,4332.88,4330.56
closed_lag,2026-06-17 09:30:00,SELL,4332.88,4332.05
open,2026-06-17 09:31:00,BUY,4325.48,4329.98
closed,2026-06-17 09:31:00,BUY,4325.48,4329.98
closed_lag,2026-06-17 09:31:00,SELL,4332.88,4331.45
open,2026-06-17 09:32:00,BUY,4325.48,4329.66
closed,2026-06-17 09:32:00,BUY,4325.48,4329.66
open,2026-06-17 09:33:00,BUY,4325.48,4329.98
closed,2026-06-17 09:33:00,BUY,4325.48,4329.98
open,2026-06-17 09:34:00,BUY,4325.48,4329.54
closed,2026-06-17 09:34:00,BUY,4325.48,4329.54
open,2026-06-17 09:35:00,BUY,4325.48,4329.84
closed,2026-06-17 09:35:00,BUY,4325.48,4329.84
open,2026-06-17 09:36:00,BUY,4325.48,4329.67
closed,2026-06-17 09:36:00,BUY,4325.48,4329.67
open,2026-06-17 09:37:00,BUY,4325.48,4330.05
closed,2026-06-17 09:37:00,BUY,4325.48,4330.05
open,2026-06-17 09:38:00,BUY,4325.48,4328.91
closed,2026-06-17 09:38:00,BUY,4325.48,4328.91
open,2026-06-17 09:39:00,BUY,4325.48,4329.03
closed,2026-06-17 09:39:00,BUY,4325.48,4329.03
open,2026-06-17 09:40:00,BUY,4325.48,4329.23
closed,2026-06-17 09:40:00,BUY,4325.48,4329.23
open,2026-06-17 09:41:00,BUY,4325.48,4329.31
closed,2026-06-17 09:41:00,BUY,4325.48,4329.31
open,2026-06-17 09:43:00,BUY,4325.48,4329.93
closed,2026-06-17 09:43:00,BUY,4325.48,4329.93
closed_lag,2026-06-17 09:43:00,SELL,4332.88,4330.77
